client_id	path	sentence	up_votes	down_votes	age	gender	accent
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307915.mp3	burbuja , al puente de mando con De la Cuadra , deprisa .	1	2	fifties	male	
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307916.mp3	¿ me dejas ? tengo que trabajar .	0	3	fifties	male	
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307920.mp3	El concurso de paellas no tiene ganador.	0	3	fifties	male	
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307923.mp3	A mi amiga Sara, le acaban de robar la mochila.	0	3	fifties	male	
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307924.mp3	por eso necesito volver a ti ,	0	3	fifties	male	
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307943.mp3	ya nos tornábamos , cuando me sentí detenido por el brazo .	0	3	fifties	male	
8d9937b88227497ab43d9eebdea32b61100f53e7c749e32ba444f55316a37caa584e2a8c10ccc825934ffb268a7d01efcc88377d8133a0da9c0ee0b97d5e183b	common_voice_es_18307944.mp3	¡ socorro , socorro ! ¡ por favor !	0	3	fifties	male	
395b6f890e9cd2afd07928c61b08146b9bd1ec8c46de90f074834c6f8c99c4657aeaf57604d87db62e213839844cc78769641dbfbb7cf1958f73d10549662987	common_voice_es_18309103.mp3	La mitocondria es la central de energía de la célula.	2	3			
395b6f890e9cd2afd07928c61b08146b9bd1ec8c46de90f074834c6f8c99c4657aeaf57604d87db62e213839844cc78769641dbfbb7cf1958f73d10549662987	common_voice_es_18309107.mp3	pero es que no puedo evitar alegrarme .	2	3			
9c66de84a50faee2223613f835b0a65fb6f3f12c925394794b25cd04cee47da2691be64a08bc846e1bcb1382a1b7808f63a5a95d7497f37339780e9a6f790b06	common_voice_es_18309524.mp3	entonces , es probable ...	0	3			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18310072.mp3	A ese grupo de amigos les gusta comer helados por la tarde.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18310074.mp3	A mi profesora le importa demasiado la gramática y muy poco el contenido.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18310076.mp3	A caballo corredor y hombre reñidor, poco les dura el honor.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18310079.mp3	A buen caballo buen jinete.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18310080.mp3	A media conferencia ya pesaba higos.	1	3	twenties	male	rioplatense
ed56b100d6fbb31daef21f87e00d2f08d48404ae113d357b6442a5054f9a6bd37069b3aa3ba50b10fbf67eb4d9bf5479b4845cfe56fa6dfe7c60b975b563424f	common_voice_es_18310644.mp3	A nadie le gustan los mosquitos.	0	3	fifties	male	americacentral
ed56b100d6fbb31daef21f87e00d2f08d48404ae113d357b6442a5054f9a6bd37069b3aa3ba50b10fbf67eb4d9bf5479b4845cfe56fa6dfe7c60b975b563424f	common_voice_es_18310645.mp3	A las diez comienza la carrera.	0	2	fifties	male	americacentral
ed56b100d6fbb31daef21f87e00d2f08d48404ae113d357b6442a5054f9a6bd37069b3aa3ba50b10fbf67eb4d9bf5479b4845cfe56fa6dfe7c60b975b563424f	common_voice_es_18310646.mp3	A la cama no te irás sin saber una cosa más.	0	3	fifties	male	americacentral
ed56b100d6fbb31daef21f87e00d2f08d48404ae113d357b6442a5054f9a6bd37069b3aa3ba50b10fbf67eb4d9bf5479b4845cfe56fa6dfe7c60b975b563424f	common_voice_es_18310647.mp3	A enfermo, niño o anciano, hay que tenderles la mano.	0	3	fifties	male	americacentral
ed56b100d6fbb31daef21f87e00d2f08d48404ae113d357b6442a5054f9a6bd37069b3aa3ba50b10fbf67eb4d9bf5479b4845cfe56fa6dfe7c60b975b563424f	common_voice_es_18310648.mp3	A caballo muerto, la cebada al rabo.	0	4	fifties	male	americacentral
ed56b100d6fbb31daef21f87e00d2f08d48404ae113d357b6442a5054f9a6bd37069b3aa3ba50b10fbf67eb4d9bf5479b4845cfe56fa6dfe7c60b975b563424f	common_voice_es_18310654.mp3	A caballo que vuela, ¿para qué la espuela?	0	3	fifties	male	americacentral
b19417863f29d5024afc6960f65ed1bf97b271f2bdff8f79a0fd8c6fc8050f74acc003162eb8b036fdf68d526deada75cf5a5c1f3062000039c257176fb042bd	common_voice_es_18311131.mp3	Mi hija ha hecho vegetariana.	1	3	twenties	male	centrosurpeninsular
14c70090a2cf5f0979b638aa117239841395f58477b46b91e6fc60a88d23005b467ed34729e393984b36b52f7af9e907deba07db12b0a76f4e44c9e53be3f17d	common_voice_es_18311722.mp3	a todo caminante que la demandase debía serle concedida .	1	3	twenties	female	
14c70090a2cf5f0979b638aa117239841395f58477b46b91e6fc60a88d23005b467ed34729e393984b36b52f7af9e907deba07db12b0a76f4e44c9e53be3f17d	common_voice_es_18311725.mp3	el blondo adolescente conversaba en voz baja con un grumete mulato .	0	3	twenties	female	
14c70090a2cf5f0979b638aa117239841395f58477b46b91e6fc60a88d23005b467ed34729e393984b36b52f7af9e907deba07db12b0a76f4e44c9e53be3f17d	common_voice_es_18311727.mp3	lo del puente de mando . a ver ...	2	3	twenties	female	
cf90b9982daf0bfcf91223b3675882c4e642c87e892400d2673f41096426a4b0b28c6272cedddffd419cf8b2b9b2253985be774823ce7756073d64566c31ca91	common_voice_es_18312087.mp3	Está muy emocionado .	1	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312222.mp3	De fuera vendrá quien de casa te echará.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312224.mp3	Ayúdame a salir de esta cosa . ¡ chis !	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312228.mp3	Ande yo caliente y ríase la gente.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312236.mp3	Ahora ya no sé si tengo hambre o no tengo.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312238.mp3	Cuando las barbas de tu vecino veas pelar, pon las tuyas a remojar.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312240.mp3	Al enemigo que huye, puente de plata.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312242.mp3	Amar sin padecer, no puede ser.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312243.mp3	Ahora , seamos educados y demos a cualquier cosa allá arriba ...	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312246.mp3	El espionaje ruso es heredero del soviético; ¡ríete!	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312247.mp3	Cada día tienen más productos para celíacos.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312248.mp3	Da siempre lo mejor de ti y el resto vendrá.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312251.mp3	Adiós , mis amigos . Voy a un sitio mejor .	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312253.mp3	El que calla, otorga.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312255.mp3	El que mucho duerme poco vive.	0	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312256.mp3	El delantal es demasiado .	0	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312257.mp3	Cuando llueve y hace sol sale a paseo el caracol.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312258.mp3	Come poco y cena más, duerme en alto y vivirás.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312260.mp3	Con buena gente, trataré yo; con gentuza, no.	0	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312263.mp3	A quien no le sobra pan, no críe can.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312264.mp3	Burro cargado, busca camino.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312265.mp3	Al final no he podido leer el periódico.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312266.mp3	Ahora , gracias todos por su amable bienvenida .	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312267.mp3	Cuando llegamos a la isla, alquilaremos un coche.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312269.mp3	Aceite abundante, buen año por delante.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312271.mp3	El cámara recibió un puñetazo.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312272.mp3	Aquí abundan las cigüeñas.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312273.mp3	"Después de comer en Sort, subiremos en Esterri d'Àneu, y haremos noche."	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312274.mp3	El que con vino cena, con agua desayuna.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312275.mp3	El jugador zurdo se llama Linares y juega con la selección nacional.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312276.mp3	El tren sale de la estación a las seis y media	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312277.mp3	Al que al cielo escupe, en la cara le cae.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312278.mp3	Aplique el producto directamente sobre la frente.	0	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312279.mp3	El que no llora no mama.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312280.mp3	Claro , adelante . Fúndele con tu terrible láser .	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312283.mp3	Dani, ¿has llevado los toldos a la chica de las hamacas?	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312284.mp3	Criaban caballos a las afueras de Ribes.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312285.mp3	Cuando marzo mayea, mayo marcea.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312286.mp3	Al que asa dos conejos a la vez, uno se le quema.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312287.mp3	Así que, ya sabes, ¡coge el tranvía y ve a por ella!	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312289.mp3	Encargo un pastel para mañana ¿o ya lo has encargado?	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312290.mp3	Donde no hay cabeza, todo se vuelven patas.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312293.mp3	El cura se llama Miguel y tiene las mejillas rojas.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312294.mp3	El juez que investiga el caso dice que hay indicios de delito.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312297.mp3	En la radio han dicho que mañana lloverá.	0	4	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312298.mp3	El que a hierro mata a hierro muere.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312301.mp3	El origen de estas croquetas es una receta de la abuela.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312302.mp3	Aprender a sonreír es aprender a ser libres.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312306.mp3	Errando, errando, se va acertando.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312309.mp3	El tsunami arrasó con toda la ciudad.	2	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312311.mp3	Despídete de tu mujer y de tus patatitas .	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312312.mp3	Dos no discuten si uno no quiere.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312313.mp3	El que más habla es el que más tiene porqué callar.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312326.mp3	Al caballo más manso le ponen más montura.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312329.mp3	Cada oveja con su pareja.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312334.mp3	Así mismo . Tus juguetes .	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312338.mp3	El primer paso es reconocer que tienes un problema.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312340.mp3	Es la mejor tortilla de patatas que he probado nunca.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312342.mp3	Bueno , he de seguir reparando mi nave .	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312344.mp3	Cuando bailaba sardanas le tintineaban los duros en el bolsillo.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312345.mp3	Dentro de un rato conectarán en directo con la rueda de prensa.	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312346.mp3	El láser se enciende .	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312423.mp3	Esos ladrones se llevaron todo tipo de aparatos electrónicos.	1	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312425.mp3	De ahora en adelante , debes cuidar bien tus juguetes .	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312428.mp3	Aspiro a alguien mejor.	0	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312430.mp3	Esta interfaz tiene un diseño muy intuitivo.	1	2	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312434.mp3	Escuchad . Hay un juguete bueno ahí abajo .	0	3	twenties	male	rioplatense
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_es_18312435.mp3	El volante del Lamborghini es de piel de pantera.	1	3	twenties	male	rioplatense
